Timestamp,Heart_rate,Feedback
2023-08-11 13:03:54.126,91.0,
2023-08-11 13:03:55.114,90.0,
2023-08-11 13:03:56.060,88.0,
2023-08-11 13:03:57.050,87.0,
2023-08-11 13:03:58.040,86.0,
2023-08-11 13:03:59.074,85.0,
2023-08-11 13:04:00.064,84.0,
2023-08-11 13:04:01.054,83.0,
2023-08-11 13:04:02.045,82.0,
2023-08-11 13:04:03.079,81.0,
2023-08-11 13:04:04.069,81.0,
2023-08-11 13:04:05.104,81.0,
2023-08-11 13:04:06.049,81.0,
2023-08-11 13:04:07.039,82.0,
2023-08-11 13:04:08.389,82.0,
2023-08-11 13:04:09.379,83.0,
2023-08-11 13:04:10.369,84.0,
2023-08-11 13:04:11.359,85.0,
2023-08-11 13:04:12.350,85.0,
2023-08-11 13:04:13.339,85.0,
2023-08-11 13:04:14.329,85.0,
2023-08-11 13:04:15.319,85.0,
2023-08-11 13:04:16.309,84.0,
2023-08-11 13:04:17.299,84.0,
2023-08-11 13:04:18.290,83.0,
2023-08-11 13:04:19.279,82.0,
2023-08-11 13:04:20.269,81.0,
2023-08-11 13:04:21.259,80.0,
2023-08-11 13:04:22.249,80.0,
2023-08-11 13:04:23.239,80.0,
2023-08-11 13:04:24.229,80.0,
2023-08-11 13:04:25.219,81.0,
2023-08-11 13:04:26.210,81.0,
2023-08-11 13:04:27.694,81.0,
2023-08-11 13:04:28.189,82.0,
2023-08-11 13:04:29.179,81.0,
2023-08-11 13:04:30.169,81.0,
2023-08-11 13:04:31.159,80.0,
2023-08-11 13:04:32.149,80.0,
2023-08-11 13:04:33.139,80.0,
2023-08-11 13:04:34.129,79.0,
2023-08-11 13:04:35.121,79.0,
2023-08-11 13:04:36.109,79.0,
2023-08-11 13:04:37.594,80.0,
2023-08-11 13:04:38.089,80.0,
2023-08-11 13:04:39.079,80.0,
2023-08-11 13:04:40.069,80.0,
2023-08-11 13:04:41.061,79.0,
2023-08-11 13:04:42.049,79.0,
2023-08-11 13:04:43.039,78.0,
2023-08-11 13:04:44.524,77.0,
