Timestamp,Heart_rate,Feedback
2023-08-08 14:06:09.479,85.0,
2023-08-08 14:06:10.467,85.0,
2023-08-08 14:06:11.502,86.0,
2023-08-08 14:06:12.493,86.0,
2023-08-08 14:06:13.482,87.0,
2023-08-08 14:06:14.517,87.0,
2023-08-08 14:06:15.507,88.0,
2023-08-08 14:06:16.543,88.0,
2023-08-08 14:06:17.487,88.0,
2023-08-08 14:06:18.477,89.0,
2023-08-08 14:06:19.467,88.0,
2023-08-08 14:06:20.502,87.0,
2023-08-08 14:06:21.537,88.0,
2023-08-08 14:06:22.482,89.0,
2023-08-08 14:06:23.517,90.0,
2023-08-08 14:06:24.777,90.0,
2023-08-08 14:06:25.767,91.0,
2023-08-08 14:06:26.757,91.0,
2023-08-08 14:06:27.747,92.0,
2023-08-08 14:06:28.737,92.0,
2023-08-08 14:06:29.727,91.0,
2023-08-08 14:06:30.717,91.0,
2023-08-08 14:06:31.708,90.0,
2023-08-08 14:06:32.697,90.0,
2023-08-08 14:06:33.687,88.0,
2023-08-08 14:06:34.677,87.0,
2023-08-08 14:06:35.667,86.0,
2023-08-08 14:06:36.657,85.0,
2023-08-08 14:06:37.647,85.0,
2023-08-08 14:06:38.637,84.0,
2023-08-08 14:06:39.627,84.0,
2023-08-08 14:06:40.617,83.0,
2023-08-08 14:06:41.607,83.0,
2023-08-08 14:06:42.597,83.0,
2023-08-08 14:06:43.587,83.0,
2023-08-08 14:06:44.577,83.0,
2023-08-08 14:06:45.567,83.0,
2023-08-08 14:06:46.557,83.0,
2023-08-08 14:06:48.042,83.0,
2023-08-08 14:06:48.537,83.0,
2023-08-08 14:06:49.528,83.0,
2023-08-08 14:06:50.517,84.0,
2023-08-08 14:06:51.507,84.0,
2023-08-08 14:06:52.497,84.0,
2023-08-08 14:06:53.487,84.0,
2023-08-08 14:06:54.477,84.0,
2023-08-08 14:06:55.467,84.0,
2023-08-08 14:06:56.952,84.0,
2023-08-08 14:06:57.942,84.0,
2023-08-08 14:06:58.932,84.0,
2023-08-08 14:06:59.922,84.0,
2023-08-08 14:07:00.912,84.0,
2023-08-08 14:07:01.902,84.0,
2023-08-08 14:07:02.892,84.0,
2023-08-08 14:07:03.882,84.0,
2023-08-08 14:07:04.872,84.0,
2023-08-08 14:07:05.862,84.0,
2023-08-08 14:07:06.852,85.0,
2023-08-08 14:07:07.842,86.0,
2023-08-08 14:07:08.832,86.0,
2023-08-08 14:07:09.822,86.0,
2023-08-08 14:07:10.812,86.0,
2023-08-08 14:07:11.802,85.0,
2023-08-08 14:07:12.792,84.0,
2023-08-08 14:07:13.782,85.0,
2023-08-08 14:07:14.772,85.0,
2023-08-08 14:07:15.762,86.0,
2023-08-08 14:07:16.752,86.0,
2023-08-08 14:07:17.743,87.0,
2023-08-08 14:07:18.732,88.0,
2023-08-08 14:07:19.722,88.0,
2023-08-08 14:07:20.712,89.0,
2023-08-08 14:07:21.702,89.0,
2023-08-08 14:07:22.692,89.0,
2023-08-08 14:07:23.682,89.0,
2023-08-08 14:07:24.672,89.0,
2023-08-08 14:07:25.662,90.0,
2023-08-08 14:07:26.652,90.0,
2023-08-08 14:07:27.642,90.0,
2023-08-08 14:07:28.632,90.0,
2023-08-08 14:07:29.622,89.0,
2023-08-08 14:07:30.612,88.0,
2023-08-08 14:07:31.602,88.0,
2023-08-08 14:07:32.592,88.0,
2023-08-08 14:07:33.582,88.0,
2023-08-08 14:07:34.572,88.0,
2023-08-08 14:07:35.562,88.0,
2023-08-08 14:07:36.552,87.0,
2023-08-08 14:07:37.542,86.0,
2023-08-08 14:07:38.532,85.0,
2023-08-08 14:07:39.522,84.0,
2023-08-08 14:07:40.513,84.0,
2023-08-08 14:07:41.502,83.0,
2023-08-08 14:07:42.492,83.0,
2023-08-08 14:07:43.482,83.0,
2023-08-08 14:07:44.472,84.0,
2023-08-08 14:07:45.957,85.0,
2023-08-08 14:07:46.947,85.0,
2023-08-08 14:07:47.937,86.0,
2023-08-08 14:07:48.927,86.0,
2023-08-08 14:07:49.917,86.0,
2023-08-08 14:07:50.907,86.0,
2023-08-08 14:07:51.897,86.0,
2023-08-08 14:07:52.887,86.0,
2023-08-08 14:07:53.877,86.0,
2023-08-08 14:07:54.867,85.0,
2023-08-08 14:07:55.858,85.0,
2023-08-08 14:07:56.847,85.0,
2023-08-08 14:07:57.837,86.0,
2023-08-08 14:07:58.827,86.0,
2023-08-08 14:07:59.818,87.0,
2023-08-08 14:08:00.807,87.0,
2023-08-08 14:08:01.797,88.0,
2023-08-08 14:08:02.787,88.0,
2023-08-08 14:08:03.777,88.0,
2023-08-08 14:08:04.767,88.0,
2023-08-08 14:08:05.758,87.0,
2023-08-08 14:08:07.242,86.0,
2023-08-08 14:08:07.738,85.0,
2023-08-08 14:08:08.728,84.0,
2023-08-08 14:08:09.718,84.0,
2023-08-08 14:08:11.202,84.0,
2023-08-08 14:08:11.697,84.0,
2023-08-08 14:08:12.687,85.0,
2023-08-08 14:08:13.677,85.0,
2023-08-08 14:08:15.162,86.0,
2023-08-08 14:08:15.657,86.0,
2023-08-08 14:08:16.648,87.0,
2023-08-08 14:08:17.637,88.0,
2023-08-08 14:08:18.627,88.0,
2023-08-08 14:08:19.617,89.0,
2023-08-08 14:08:20.607,89.0,
2023-08-08 14:08:21.597,89.0,
2023-08-08 14:08:22.587,89.0,
2023-08-08 14:08:23.577,90.0,
2023-08-08 14:08:24.567,90.0,
2023-08-08 14:08:25.557,90.0,
2023-08-08 14:08:26.547,90.0,
2023-08-08 14:08:27.538,90.0,
2023-08-08 14:08:28.527,90.0,
2023-08-08 14:08:29.517,89.0,
2023-08-08 14:08:30.507,89.0,
2023-08-08 14:08:31.497,89.0,
2023-08-08 14:08:32.487,88.0,
2023-08-08 14:08:33.477,88.0,
2023-08-08 14:08:34.467,88.0,
2023-08-08 14:08:35.952,87.0,
2023-08-08 14:08:36.316,87.0,Start
2023-08-08 14:08:36.429,,
2023-08-08 14:08:36.431,,
2023-08-08 14:08:36.432,,
2023-08-08 14:08:36.434,,
2023-08-08 14:08:36.506,,
2023-08-08 14:08:36.508,,
2023-08-08 14:08:36.509,,
2023-08-08 14:08:36.512,,
2023-08-08 14:08:36.586,,
2023-08-08 14:08:36.588,,
2023-08-08 14:08:36.590,,
2023-08-08 14:08:36.592,,
2023-08-08 14:08:36.662,,
2023-08-08 14:08:36.664,,
2023-08-08 14:08:36.666,,
2023-08-08 14:08:36.667,,
2023-08-08 14:08:36.738,,
2023-08-08 14:08:36.740,,
2023-08-08 14:08:36.742,,
2023-08-08 14:08:36.743,,
2023-08-08 14:08:36.815,,
2023-08-08 14:08:36.817,,
2023-08-08 14:08:36.819,,
2023-08-08 14:08:36.821,,
2023-08-08 14:08:36.891,,
2023-08-08 14:08:36.893,,
2023-08-08 14:08:36.894,,
2023-08-08 14:08:36.896,,
2023-08-08 14:08:36.942,87.0,
2023-08-08 14:08:36.971,,
2023-08-08 14:08:36.973,,
2023-08-08 14:08:36.974,,
2023-08-08 14:08:36.976,,
2023-08-08 14:08:37.046,,
2023-08-08 14:08:37.047,,
2023-08-08 14:08:37.049,,
2023-08-08 14:08:37.051,,
2023-08-08 14:08:37.128,,
2023-08-08 14:08:37.130,,
2023-08-08 14:08:37.131,,
2023-08-08 14:08:37.133,,
2023-08-08 14:08:37.203,,
2023-08-08 14:08:37.205,,
2023-08-08 14:08:37.206,,
2023-08-08 14:08:37.208,,
2023-08-08 14:08:37.282,,
2023-08-08 14:08:37.283,,
2023-08-08 14:08:37.285,,
2023-08-08 14:08:37.287,,
2023-08-08 14:08:37.359,,
2023-08-08 14:08:37.361,,
2023-08-08 14:08:37.363,,
2023-08-08 14:08:37.365,,
2023-08-08 14:08:37.436,,
2023-08-08 14:08:37.439,,
2023-08-08 14:08:37.441,,
2023-08-08 14:08:37.443,,
2023-08-08 14:08:37.521,,
2023-08-08 14:08:37.522,,
2023-08-08 14:08:37.524,,
2023-08-08 14:08:37.526,,
2023-08-08 14:08:37.595,,
2023-08-08 14:08:37.597,,
2023-08-08 14:08:37.599,,
2023-08-08 14:08:37.601,,
2023-08-08 14:08:37.674,,
2023-08-08 14:08:37.676,,
2023-08-08 14:08:37.679,,
2023-08-08 14:08:37.681,,
2023-08-08 14:08:37.751,,
2023-08-08 14:08:37.753,,
2023-08-08 14:08:37.756,,
2023-08-08 14:08:37.758,,
2023-08-08 14:08:37.831,,
2023-08-08 14:08:37.833,,
2023-08-08 14:08:37.835,,
2023-08-08 14:08:37.837,,
2023-08-08 14:08:37.907,,
2023-08-08 14:08:37.909,,
2023-08-08 14:08:37.911,,
2023-08-08 14:08:37.912,,
2023-08-08 14:08:37.932,87.0,
2023-08-08 14:08:37.991,,
2023-08-08 14:08:37.993,,
2023-08-08 14:08:37.995,,
2023-08-08 14:08:37.997,,
2023-08-08 14:08:38.068,,
2023-08-08 14:08:38.069,,
2023-08-08 14:08:38.071,,
2023-08-08 14:08:38.073,,
2023-08-08 14:08:38.143,,
2023-08-08 14:08:38.145,,
2023-08-08 14:08:38.147,,
2023-08-08 14:08:38.149,,
2023-08-08 14:08:38.220,,
2023-08-08 14:08:38.222,,
2023-08-08 14:08:38.224,,
2023-08-08 14:08:38.226,,
2023-08-08 14:08:38.299,,
2023-08-08 14:08:38.300,,
2023-08-08 14:08:38.302,,
2023-08-08 14:08:38.304,,
2023-08-08 14:08:38.373,,
2023-08-08 14:08:38.375,,
2023-08-08 14:08:38.377,,
2023-08-08 14:08:38.378,,
2023-08-08 14:08:38.449,,
2023-08-08 14:08:38.451,,
2023-08-08 14:08:38.454,,
2023-08-08 14:08:38.456,,
2023-08-08 14:08:38.530,,
2023-08-08 14:08:38.532,,
2023-08-08 14:08:38.534,,
2023-08-08 14:08:38.537,,
2023-08-08 14:08:38.619,,
2023-08-08 14:08:38.621,,
2023-08-08 14:08:38.622,,
2023-08-08 14:08:38.624,,
2023-08-08 14:08:38.698,,
2023-08-08 14:08:38.699,,
2023-08-08 14:08:38.701,,
2023-08-08 14:08:38.703,,
2023-08-08 14:08:38.776,,
2023-08-08 14:08:38.778,,
2023-08-08 14:08:38.780,,
2023-08-08 14:08:38.781,,
2023-08-08 14:08:38.857,,
2023-08-08 14:08:38.859,,
2023-08-08 14:08:38.861,,
2023-08-08 14:08:38.863,,
2023-08-08 14:08:38.922,88.0,
2023-08-08 14:08:38.939,,
2023-08-08 14:08:38.941,,
2023-08-08 14:08:38.943,,
2023-08-08 14:08:38.944,,
2023-08-08 14:08:39.018,,
2023-08-08 14:08:39.021,,
2023-08-08 14:08:39.023,,
2023-08-08 14:08:39.025,,
2023-08-08 14:08:39.097,,
2023-08-08 14:08:39.100,,
2023-08-08 14:08:39.101,,
2023-08-08 14:08:39.103,,
2023-08-08 14:08:39.172,,
2023-08-08 14:08:39.174,,
2023-08-08 14:08:39.176,,
2023-08-08 14:08:39.177,,
2023-08-08 14:08:39.245,,
2023-08-08 14:08:39.248,,
2023-08-08 14:08:39.250,,
2023-08-08 14:08:39.252,,
2023-08-08 14:08:39.331,,
2023-08-08 14:08:39.332,,
2023-08-08 14:08:39.334,,
2023-08-08 14:08:39.336,,
2023-08-08 14:08:39.409,,
2023-08-08 14:08:39.410,,
2023-08-08 14:08:39.412,,
2023-08-08 14:08:39.414,,
2023-08-08 14:08:39.485,,
2023-08-08 14:08:39.487,,
2023-08-08 14:08:39.489,,
2023-08-08 14:08:39.491,,
2023-08-08 14:08:39.563,,
2023-08-08 14:08:39.565,,
2023-08-08 14:08:39.566,,
2023-08-08 14:08:39.569,,
2023-08-08 14:08:39.641,,
2023-08-08 14:08:39.643,,
2023-08-08 14:08:39.645,,
2023-08-08 14:08:39.647,,
2023-08-08 14:08:39.720,,
2023-08-08 14:08:39.722,,
2023-08-08 14:08:39.725,,
2023-08-08 14:08:39.726,,
2023-08-08 14:08:39.798,,
2023-08-08 14:08:39.800,,
2023-08-08 14:08:39.802,,
2023-08-08 14:08:39.804,,
2023-08-08 14:08:39.877,,
2023-08-08 14:08:39.878,,
2023-08-08 14:08:39.880,,
2023-08-08 14:08:39.882,,
2023-08-08 14:08:39.912,88.0,
2023-08-08 14:08:39.953,,
2023-08-08 14:08:39.955,,
2023-08-08 14:08:39.957,,
2023-08-08 14:08:39.959,,
2023-08-08 14:08:40.033,,
2023-08-08 14:08:40.035,,
2023-08-08 14:08:40.038,,
2023-08-08 14:08:40.040,,
2023-08-08 14:08:40.043,,
2023-08-08 14:08:40.114,,
2023-08-08 14:08:40.116,,
2023-08-08 14:08:40.118,,
2023-08-08 14:08:40.120,,
2023-08-08 14:08:40.190,,
2023-08-08 14:08:40.192,,
2023-08-08 14:08:40.194,,
2023-08-08 14:08:40.196,,
2023-08-08 14:08:40.217,,"As you lift your arms to the highest point, please close your elbows joint to make the forearms as close as possible to the upper arms."
2023-08-08 14:08:40.266,,
2023-08-08 14:08:40.268,,
2023-08-08 14:08:40.270,,
2023-08-08 14:08:40.272,,
2023-08-08 14:08:40.346,,
2023-08-08 14:08:40.348,,
2023-08-08 14:08:40.350,,
2023-08-08 14:08:40.352,,
2023-08-08 14:08:40.427,,
2023-08-08 14:08:40.429,,
2023-08-08 14:08:40.431,,
2023-08-08 14:08:40.433,,
2023-08-08 14:08:40.506,,
2023-08-08 14:08:40.508,,
2023-08-08 14:08:40.510,,
2023-08-08 14:08:40.512,,
2023-08-08 14:08:40.584,,
2023-08-08 14:08:40.586,,
2023-08-08 14:08:40.587,,
2023-08-08 14:08:40.589,,
2023-08-08 14:08:40.664,,
2023-08-08 14:08:40.667,,
2023-08-08 14:08:40.669,,
2023-08-08 14:08:40.671,,
2023-08-08 14:08:40.748,,
2023-08-08 14:08:40.750,,
2023-08-08 14:08:40.752,,
2023-08-08 14:08:40.753,,
2023-08-08 14:08:40.823,,
2023-08-08 14:08:40.824,,
2023-08-08 14:08:40.826,,
2023-08-08 14:08:40.828,,
2023-08-08 14:08:40.895,,
2023-08-08 14:08:40.896,,
2023-08-08 14:08:40.898,,
2023-08-08 14:08:40.900,,
2023-08-08 14:08:40.902,88.0,
2023-08-08 14:08:40.972,,
2023-08-08 14:08:40.974,,
2023-08-08 14:08:40.976,,
2023-08-08 14:08:40.978,,
2023-08-08 14:08:41.048,,
2023-08-08 14:08:41.050,,
2023-08-08 14:08:41.052,,
2023-08-08 14:08:41.053,,
2023-08-08 14:08:41.126,,
2023-08-08 14:08:41.127,,
2023-08-08 14:08:41.129,,
2023-08-08 14:08:41.131,,
2023-08-08 14:08:41.199,,
2023-08-08 14:08:41.200,,
2023-08-08 14:08:41.202,,
2023-08-08 14:08:41.204,,
2023-08-08 14:08:41.276,,
2023-08-08 14:08:41.277,,
2023-08-08 14:08:41.279,,
2023-08-08 14:08:41.281,,
2023-08-08 14:08:41.351,,
2023-08-08 14:08:41.352,,
2023-08-08 14:08:41.354,,
2023-08-08 14:08:41.356,,
2023-08-08 14:08:41.427,,
2023-08-08 14:08:41.428,,
2023-08-08 14:08:41.430,,
2023-08-08 14:08:41.431,,
2023-08-08 14:08:41.501,,
2023-08-08 14:08:41.502,,
2023-08-08 14:08:41.504,,
2023-08-08 14:08:41.506,,
2023-08-08 14:08:41.576,,
2023-08-08 14:08:41.578,,
2023-08-08 14:08:41.580,,
2023-08-08 14:08:41.581,,
2023-08-08 14:08:41.658,,
2023-08-08 14:08:41.661,,
2023-08-08 14:08:41.663,,
2023-08-08 14:08:41.665,,
2023-08-08 14:08:41.741,,
2023-08-08 14:08:41.743,,
2023-08-08 14:08:41.745,,
2023-08-08 14:08:41.747,,
2023-08-08 14:08:41.814,,
2023-08-08 14:08:41.816,,
2023-08-08 14:08:41.818,,
2023-08-08 14:08:41.820,,
2023-08-08 14:08:41.892,88.0,
2023-08-08 14:08:41.892,,
2023-08-08 14:08:41.895,,
2023-08-08 14:08:41.897,,
2023-08-08 14:08:41.900,,
2023-08-08 14:08:41.972,,
2023-08-08 14:08:41.974,,
2023-08-08 14:08:41.975,,
2023-08-08 14:08:41.977,,
2023-08-08 14:08:42.047,,
2023-08-08 14:08:42.050,,
2023-08-08 14:08:42.052,,
2023-08-08 14:08:42.054,,
2023-08-08 14:08:42.128,,
2023-08-08 14:08:42.130,,
2023-08-08 14:08:42.132,,
2023-08-08 14:08:42.134,,
2023-08-08 14:08:42.211,,
2023-08-08 14:08:42.213,,
2023-08-08 14:08:42.215,,
2023-08-08 14:08:42.216,,
2023-08-08 14:08:42.285,,
2023-08-08 14:08:42.287,,
2023-08-08 14:08:42.288,,
2023-08-08 14:08:42.290,,
2023-08-08 14:08:42.364,,
2023-08-08 14:08:42.366,,
2023-08-08 14:08:42.367,,
2023-08-08 14:08:42.369,,
2023-08-08 14:08:42.439,,
2023-08-08 14:08:42.441,,
2023-08-08 14:08:42.442,,
2023-08-08 14:08:42.444,,
2023-08-08 14:08:42.517,,
2023-08-08 14:08:42.518,,
2023-08-08 14:08:42.520,,
2023-08-08 14:08:42.522,,
2023-08-08 14:08:42.594,,
2023-08-08 14:08:42.596,,
2023-08-08 14:08:42.598,,
2023-08-08 14:08:42.600,,
2023-08-08 14:08:42.673,,
2023-08-08 14:08:42.675,,
2023-08-08 14:08:42.677,,
2023-08-08 14:08:42.679,,
2023-08-08 14:08:42.747,,
2023-08-08 14:08:42.749,,
2023-08-08 14:08:42.751,,
2023-08-08 14:08:42.753,,
2023-08-08 14:08:42.822,,
2023-08-08 14:08:42.824,,
2023-08-08 14:08:42.826,,
2023-08-08 14:08:42.829,,
2023-08-08 14:08:42.882,88.0,
2023-08-08 14:08:42.902,,
2023-08-08 14:08:42.904,,
2023-08-08 14:08:42.905,,
2023-08-08 14:08:42.908,,
2023-08-08 14:08:42.987,,
2023-08-08 14:08:42.989,,
2023-08-08 14:08:42.991,,
2023-08-08 14:08:42.993,,
2023-08-08 14:08:43.075,,
2023-08-08 14:08:43.077,,
2023-08-08 14:08:43.079,,
2023-08-08 14:08:43.081,,
2023-08-08 14:08:43.155,,
2023-08-08 14:08:43.157,,
2023-08-08 14:08:43.159,,
2023-08-08 14:08:43.161,,
2023-08-08 14:08:43.231,,
